Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812308414;812308414;14k Yellow Gold Diamond Snake Ring;This trendy diamond fashion ring features a snake design with pave set diamonds flowing along the top of the band. ;14k Yellow Gold Diamond Snake Ring;This trendy diamond fashion ring features a snake design with pave set diamonds flowing along the top of the band. ;;;20 mm;14k Yellow Gold;Stuller;Diamond Rings;;;62;0.33 ctw;G-H;SI2;$1150,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812308414;812308414;14k Rose Gold Diamond Snake Ring;This trendy diamond fashion ring features a snake design with pave set diamonds flowing along the top of the band. ;14k Rose Gold Diamond Snake Ring;This trendy diamond fashion ring features a snake design with pave set diamonds flowing along the top of the band. ;;;20 mm;14k Rose Gold;Stuller;Diamond Rings;;;62;0.33 ctw;G-H;SI2;$1150,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812303514;812303514;14k White Gold Diamond Leaf Ring;Stylish and beautiful, this diamond fashion ring with leaf motif and pave set diamonds will look stunning worn alone or stacked.;14k White Gold Diamond Leaf Ring;Stylish and beautiful, this diamond fashion ring with leaf motif and pave set diamonds will look stunning worn alone or stacked.;;;8.55 mm;14k White Gold;Stuller;Diamond Rings;;;36;0.25 ctw;G-H;SI2;$850,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812303514;812303514;14k Yellow Gold Diamond Leaf Ring;Stylish and beautiful, this diamond fashion ring with leaf motif and pave set diamonds will look stunning worn alone or stacked.;14k Yellow Gold Diamond Leaf Ring;Stylish and beautiful, this diamond fashion ring with leaf motif and pave set diamonds will look stunning worn alone or stacked.;;;8.55 mm;14k Yellow Gold;Stuller;Diamond Rings;;;36;0.25 ctw;G-H;SI2;$850,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812303514;812303514;14k Rose Gold Diamond Leaf Ring;Stylish and beautiful, this diamond fashion ring with leaf motif and pave set diamonds will look stunning worn alone or stacked.;14k Rose Gold Diamond Leaf Ring;Stylish and beautiful, this diamond fashion ring with leaf motif and pave set diamonds will look stunning worn alone or stacked.;;;8.55 mm;14k Rose Gold;Stuller;Diamond Rings;;;36;0.25 ctw;G-H;SI2;$850,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812302514;812302514;14k White Gold Double Leaf Diamond Ring;This stunning diamond fashion ring features two interlocking leafs giving you a beautiful and unique look. ;14k White Gold Double Leaf Diamond Ring;This stunning diamond fashion ring features two interlocking leafs giving you a beautiful and unique look. ;;;1.7 mm;14k White Gold;Stuller;Diamond Rings;;;21;0.05 ctw;G-H;SI2;$400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812302514;812302514;14k Yellow Gold Double Leaf Diamond Ring;This stunning diamond fashion ring features two interlocking leafs giving you a beautiful and unique look. ;14k Yellow Gold Double Leaf Diamond Ring;This stunning diamond fashion ring features two interlocking leafs giving you a beautiful and unique look. ;;;1.7 mm;14k Yellow Gold;Stuller;Diamond Rings;;;21;0.05 ctw;G-H;SI2;$400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812302514;812302514;14k Rose Gold Double Leaf Diamond Ring;This stunning diamond fashion ring features two interlocking leafs giving you a beautiful and unique look. ;14k Rose Gold Double Leaf Diamond Ring;This stunning diamond fashion ring features two interlocking leafs giving you a beautiful and unique look. ;;;1.7 mm;14k Rose Gold;Stuller;Diamond Rings;;;21;0.05 ctw;G-H;SI2;$400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812305214;812305214;14k White Gold Stackable Diamond Ring;This trendy stackable diamond ring features a zig zag design with pave set diamonds flowing halfway down the band.;14k White Gold Stackable Diamond Ring;This trendy stackable diamond ring features a zig zag design with pave set diamonds flowing halfway down the band.;;;1.7 mm;14k White Gold;Stuller;Diamond Rings;;;19;0.20 ctw;G-H;SI2;$550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812305214;812305214;14k Yellow Gold Stackable Diamond Ring;This trendy stackable diamond ring features a zig zag design with pave set diamonds flowing halfway down the band.;14k Yellow Gold Stackable Diamond Ring;This trendy stackable diamond ring features a zig zag design with pave set diamonds flowing halfway down the band.;;;1.7 mm;14k Yellow Gold;Stuller;Diamond Rings;;;19;0.20 ctw;G-H;SI2;$550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812305214;812305214;14k Rose Gold Stackable Diamond Ring;This trendy stackable diamond ring features a zig zag design with pave set diamonds flowing halfway down the band.;14k Rose Gold Stackable Diamond Ring;This trendy stackable diamond ring features a zig zag design with pave set diamonds flowing halfway down the band.;;;1.7 mm;14k Rose Gold;Stuller;Diamond Rings;;;19;0.20 ctw;G-H;SI2;$550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812288714;812288714;14k White Gold Stackable Diamond Ring with Baguette;Stunning and stylish, this stackable diamond ring features one horizontally set baguette diamond across the top of the band. ;14k White Gold Stackable Diamond Ring with Baguette;Stunning and stylish, this stackable diamond ring features one horizontally set baguette diamond across the top of the band. ;;;1.5 mm;14k White Gold;Stuller;Diamond Rings;;;1;0.13 ctw;G-H;SI2;$650,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812288714;812288714;14k Yellow Gold Stackable Diamond Ring with Baguette;Stunning and stylish, this stackable diamond ring features one horizontally set baguette diamond across the top of the band. ;14k Yellow Gold Stackable Diamond Ring with Baguette;Stunning and stylish, this stackable diamond ring features one horizontally set baguette diamond across the top of the band. ;;;1.5 mm;14k Yellow Gold;Stuller;Diamond Rings;;;1;0.13 ctw;G-H;SI2;$650,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812288714;812288714;14k Rose Gold Stackable Diamond Ring with Baguette;Stunning and stylish, this stackable diamond ring features one horizontally set baguette diamond across the top of the band. ;14k Rose Gold Stackable Diamond Ring with Baguette;Stunning and stylish, this stackable diamond ring features one horizontally set baguette diamond across the top of the band. ;;;1.5 mm;14k Rose Gold;Stuller;Diamond Rings;;;1;0.13 ctw;G-H;SI2;$650,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282314;812282314;14k White Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;14k White Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;;;5.2 mm;14k White Gold;Stuller;Diamond Rings;;;6;0.06 ctw;G-H;SI2;$595,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282314;812282314;14k Yellow Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;14k Yellow Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;;;5.2 mm;14k Yellow Gold;Stuller;Diamond Rings;;;6;0.06 ctw;G-H;SI2;$595,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282314R;812282314R;14k Rose Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;14k Rose Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;;;5.2 mm;14k Rose Gold;Stuller;Diamond Rings;;;6;0.06 ctw;G-H;SI2;$595,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282514W;812282514W;14k White Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;14k White Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;;;1.5 mm;14k White Gold;Stuller;Diamond Rings;;;5;0.05 ctw;G-H;SI2;$325,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282514Y;812282514Y;14k Yellow Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;14k Yellow Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;;;1.5 mm;14k Yellow Gold;Stuller;Diamond Rings;;;5;0.05 ctw;G-H;SI2;$325,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282514;812282514;14k Rose Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;14k Rose Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;;;1.5 mm;14k Rose Gold;Stuller;Diamond Rings;;;5;0.05 ctw;G-H;SI2;$325,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865192714;865192714;14k White Gold Interlocking Circle Diamond Ring;This trendy diamond fashion ring features two interlocking circles on the top of the ring. ;14k White Gold Interlocking Circle Diamond Ring;This trendy diamond fashion ring features two interlocking circles on the top of the ring. ;;;1.8 mm;14k White Gold;Stuller;Diamond Rings;;;18;0.06 ctw;G-H;SI2;$550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
